Document_ID,Customer_ID,NIK_Extracted,Customer_Name_Extracted,Employer_Extracted,Monthly_Income_Extracted,Account_Number_Extracted,Loan_Amount_Extracted,OCR_Confidence
DOC0000316,C000172,6363644655473486,EKO SAPUTRA,PT Maju Jaya,39266000.0,6869998418,747400000.0,0.807
DOC0000944,C000460,1009343414549237,EKO SAPUTRA,PT Maju Jaya,19392000.0,6875887057,582200000.0,0.998
DOC0000458,C000369,9273730890269093,DEWI PRATAMA,PT Maju Jaya,15818000.0,4239693344,228500000.0,0.945
DOC0001049,C000627,2114181133706574,CITRA LESTARI,CV Sejahtera,33625000.0,6557179991,320200000.0,0.968
DOC0001169,C000549,5091560416575368,CITRA LESTARI,PT Nusantara,31904000.0,9638122853,769800000.0,0.861
DOC0000046,C000656,9444677423660097,CITRA LESTARI,PT Digital Indonesia,24352000.0,7810456840,740700000.0,1.0
DOC0000216,C000255,9888764578911875,CITRA LESTARI,PT Maju Jaya,41211000.0,2687772354,771700000.0,0.856
DOC0000620,C000153,9497990381693994,DEWI PRATAMA,CV Sejahtera,25919000.0,4641657601,454300000.0,0.923
DOC0000515,C000422,3512823514145476,DEWI PRATAMA,PT Digital Indonesia,42187000.0,2978943730,439200000.0,0.833
DOC0000409,C000316,2255892995855438,ANDI SANTOSO,PT Maju Jaya,17540000.0,2994742031,120800000.0,0.66
DOC0000937,C000498,6048270203496717,EKO SAPUTRA,PT Nusantara,44519000.0,8623464142,667500000.0,0.814
DOC0000195,C000127,8225419341735710,Fajar Nugroho,PT Nusantara,35060000.0,8913483748,775800000.0,0.802
DOC0000704,C000029,4049436857697821,DEWI PRATAMA,PT Bank ABC,9148000.0,6090100195,686800000.0,0.864
DOC0000282,C000618,5650797176438130,DEWI PRATAMA,CV Sejahtera,16518000.0,2227097827,558400000.0,0.804
DOC0000962,C000283,3182452873322816,EKO SAPUTRA,PT Digital Indonesia,41496000.0,1183795758,666300000.0,0.965
DOC0000515,C000501,9955507048804352,BUDI WIJAYA,CV Sejahtera,42348000.0,8768642880,731500000.0,0.894
DOC0000484,C000371,9681942084407196,Fajar Nugroho,PT Maju Jaya,23138000.0,7647673438,249700000.0,1.0
DOC0000799,C000230,4327801143093023,CITRA LESTARI,PT Digital Indonesia,37129000.0,2200754533,311000000.0,0.811
DOC0001102,C000178,2940260244633448,EKO SAPUTRA,PT Bank ABC,20385000.0,9423177834,92800000.0,0.865
DOC0000668,C000180,2996608282737980,BUDI WIJAYA,PT Bank ABC,26249000.0,9086551794,362300000.0,0.865
DOC0000485,C000242,8846878788454297,ANDI SANTOSO,PT Nusantara,21564000.0,9608604324,272700000.0,0.878
DOC0000816,C000229,6915750564951589,EKO SAPUTRA,CV Sejahtera,27345000.0,2741405397,575600000.0,0.842
DOC0000602,C000480,8804060012939931,DEWI PRATAMA,PT Nusantara,43890000.0,5974748800,212700000.0,0.891
DOC0001109,C000412,1466858499838677,EKO SAPUTRA,PT Digital Indonesia,19868000.0,2410488023,363100000.0,1.0
DOC0001074,C000470,8807767717206634,DEWI PRATAMA,PT Maju Jaya,7644000.0,8198087540,376600000.0,0.993
DOC0000885,C000121,1961198406311192,DEWI PRATAMA,PT Digital Indonesia,18777000.0,6867830934,413600000.0,0.93
DOC0001160,C000298,9106896902837479,EKO SAPUTRA,PT Bank ABC,19151000.0,7087313152,89400000.0,0.821
DOC0000006,C000385,1762030645889943,BUDI WIJAYA,CV Sejahtera,14976000.0,3164410735,247700000.0,0.977
DOC0000275,C000553,8755510303481593,Fajar Nugroho,PT Nusantara,43338000.0,5311306466,161300000.0,1.0
DOC0000109,C000634,2278379934261794,ANDI SANTOSO,PT Nusantara,15404000.0,2110981184,67200000.0,1.0
DOC0000413,C000478,3072701770831894,ANDI SANTOSO,PT Digital Indonesia,32185000.0,2803176210,57200000.0,0.889
DOC0000376,C000525,2697018142992768,BUDI WIJAYA,PT Bank ABC,38693000.0,3250079957,747200000.0,0.844
DOC0000043,C000503,7549854818792987,Fajar Nugroho,PT Nusantara,28206000.0,1646426841,575600000.0,0.955
DOC0000404,C000551,4828571109837206,DEWI PRATAMA,CV Sejahtera,41132000.0,9287391741,491800000.0,0.932
DOC0000280,C000491,1593777498160684,Fajar Nugroho,PT Maju Jaya,4535000.0,9460422333,416300000.0,0.923
DOC0000936,C000278,6329478961832287,DEWI PRATAMA,PT Maju Jaya,21343000.0,6497124117,42800000.0,0.869
DOC0001065,C000453,2081234930306425,EKO SAPUTRA,CV Sejahtera,11644000.0,2605512786,121100000.0,0.99
DOC0000909,C000468,2157059849181675,EKO SAPUTRA,PT Maju Jaya,24784000.0,7964556393,270600000.0,1.0
DOC0000437,C000431,4390315015242111,Fajar Nugroho,PT Nusantara,11057000.0,7918193365,316100000.0,0.895
DOC0000175,C000366,3234557266122053,ANDI SANTOSO,PT Bank ABC,7609000.0,7458254234,549100000.0,1.0
DOC0000668,C000206,8431730122952385,ANDI SANTOSO,PT Nusantara,5917000.0,6325856113,367900000.0,0.914
DOC0000138,C000518,1707012976914688,EKO SAPUTRA,PT Nusantara,34372000.0,6805736438,662700000.0,0.83
DOC0000626,C000350,5758528433105334,BUDI WIJAYA,PT Nusantara,14739000.0,8024540352,214900000.0,0.788
DOC0000930,C000324,4183344227689227,BUDI WIJAYA,PT Bank ABC,23947000.0,3424930400,461700000.0,0.917
DOC0000870,C000341,2229996742734913,ANDI SANTOSO,CV Sejahtera,26578000.0,7153379542,68200000.0,0.843
DOC0000182,C000393,2833935381481803,Fajar Nugroho,PT Maju Jaya,17368000.0,4177133463,133500000.0,0.912
DOC0000906,C000044,6438730864847043,ANDI SANTOSO,PT Nusantara,21643000.0,1693897020,694300000.0,0.979
DOC0001097,C000351,3057102463945014,CITRA LESTARI,PT Maju Jaya,45890000.0,4251572574,155900000.0,0.973
DOC0001191,C000584,8885255381530782,EKO SAPUTRA,CV Sejahtera,23351000.0,6779574645,415100000.0,0.825
DOC0000204,C000514,6198035951066608,EKO SAPUTRA,PT Nusantara,44986000.0,8878951242,38300000.0,0.999
DOC0001141,C000182,2582342437467562,DEWI PRATAMA,CV Sejahtera,19400000.0,3000960348,298500000.0,0.92
DOC0000774,C000074,4014115215255095,CITRA LESTARI,CV Sejahtera,30507000.0,8738197497,145000000.0,0.841
DOC0000481,C000358,9656426264476837,EKO SAPUTRA,CV Sejahtera,31703000.0,9608575338,348100000.0,0.885
DOC0000143,C000425,5303157913910329,BUDI WIJAYA,PT Nusantara,8458000.0,2958178435,501900000.0,0.947
DOC0000326,C000355,5649152574000806,EKO SAPUTRA,PT Bank ABC,17081000.0,1515233526,357500000.0,1.0
DOC0000962,C000515,2319879888737200,ANDI SANTOSO,PT Bank ABC,6096000.0,2417620578,429400000.0,0.928
DOC0001047,C000324,5142428626723796,EKO SAPUTRA,PT Digital Indonesia,13116000.0,3755109651,513200000.0,0.957
DOC0000554,C000617,8316520701643479,DEWI PRATAMA,PT Maju Jaya,11315000.0,4906778232,129200000.0,0.843
DOC0000145,C000120,3706859333239075,Fajar Nugroho,PT Bank ABC,6391000.0,3587279759,529500000.0,0.838
DOC0000392,C000418,3265305501420568,CITRA LESTARI,PT Maju Jaya,22533000.0,7355299026,159600000.0,0.947
DOC0000913,C000099,4851506211883349,EKO SAPUTRA,CV Sejahtera,16632000.0,7118070818,675600000.0,0.8
DOC0001150,C000609,6154495917706111,EKO SAPUTRA,PT Digital Indonesia,10955000.0,2554125837,503000000.0,0.868
DOC0000382,C000116,2691622341675659,DEWI PRATAMA,PT Bank ABC,29961000.0,1680802873,661100000.0,0.869
DOC0000755,C000109,8339085428730855,DEWI PRATAMA,PT Maju Jaya,40085000.0,7495662270,111300000.0,0.9
DOC0000430,C000659,8513068887316346,EKO SAPUTRA,CV Sejahtera,8611000.0,1667337471,712600000.0,0.914
DOC0000181,C000112,5630260073178036,Fajar Nugroho,PT Digital Indonesia,5677000.0,4031744614,213600000.0,0.914
DOC0000070,C000378,3410125475905451,BUDI WIJAYA,PT Digital Indonesia,41028000.0,3529675223,49800000.0,0.888
DOC0000557,C000036,8537172669794788,DEWI PRATAMA,PT Digital Indonesia,14813000.0,4305624526,98000000.0,0.818
DOC0000076,C000672,1047673735314151,Fajar Nugroho,PT Bank ABC,12909000.0,4815992144,532600000.0,0.876
DOC0001056,C000345,4222236245612872,CITRA LESTARI,PT Bank ABC,41577000.0,7813542686,337200000.0,0.796
DOC0000308,C000571,1219739377132241,ANDI SANTOSO,PT Digital Indonesia,5765000.0,8714276358,644600000.0,0.826
DOC0000458,C000107,7290688182781481,ANDI SANTOSO,PT Digital Indonesia,31653000.0,5673279967,765100000.0,0.807
DOC0001070,C000196,1240682371696294,ANDI SANTOSO,PT Digital Indonesia,14737000.0,2532218357,565100000.0,0.843
DOC0000329,C000020,4544921936001858,DEWI PRATAMA,PT Digital Indonesia,4231000.0,5679738188,392100000.0,0.764
DOC0000362,C000363,1032795965770918,CITRA LESTARI,CV Sejahtera,39827000.0,3753134999,238900000.0,0.737
DOC0001158,C000602,4179039294396802,BUDI WIJAYA,PT Nusantara,26581000.0,4875595100,207200000.0,1.0
DOC0001172,C000690,1141187745549735,Fajar Nugroho,PT Nusantara,20921000.0,8126728331,88400000.0,0.931
DOC0000630,C000629,1447183236231766,DEWI PRATAMA,PT Maju Jaya,37258000.0,7545597847,111300000.0,0.727
DOC0000780,C000042,8266402214011797,EKO SAPUTRA,CV Sejahtera,24043000.0,1446113086,359500000.0,1.0
DOC0000958,C000589,4124877550364607,DEWI PRATAMA,PT Maju Jaya,19492000.0,6874687828,132900000.0,0.832
DOC0001125,C000194,4880012948941770,EKO SAPUTRA,PT Digital Indonesia,26399000.0,9649623635,584100000.0,0.784
DOC0000138,C000143,2705021738746374,CITRA LESTARI,PT Nusantara,37840000.0,4887723846,381100000.0,1.0
DOC0000266,C000108,9940012259594875,EKO SAPUTRA,PT Digital Indonesia,23322000.0,9117590172,650700000.0,0.865
DOC0000041,C000226,5997692225959194,DEWI PRATAMA,PT Maju Jaya,18372000.0,7872073873,286600000.0,0.9
DOC0000729,C000346,2953638772995036,EKO SAPUTRA,CV Sejahtera,37014000.0,2882846329,355500000.0,1.0
DOC0000756,C000079,3464305595754047,CITRA LESTARI,CV Sejahtera,42093000.0,5284455357,579600000.0,0.781
DOC0001085,C000267,9942309061953253,BUDI WIJAYA,PT Digital Indonesia,38863000.0,1910279689,521600000.0,0.932
DOC0000790,C000133,5704620208947159,ANDI SANTOSO,PT Maju Jaya,7756000.0,7997969208,690300000.0,0.883
DOC0001064,C000162,3152839768755142,BUDI WIJAYA,CV Sejahtera,17667000.0,4109317101,411600000.0,0.962
DOC0000524,C000551,9806080363802807,BUDI WIJAYA,PT Bank ABC,36943000.0,7039612891,551900000.0,0.918
DOC0000038,C000224,5598365830402392,CITRA LESTARI,PT Bank ABC,13241000.0,7388500994,732300000.0,0.835
DOC0000118,C000541,6479221328566145,CITRA LESTARI,PT Bank ABC,35308000.0,2632994072,478900000.0,1.0
DOC0000694,C000413,5746563586580073,CITRA LESTARI,CV Sejahtera,18256000.0,6066971018,194100000.0,0.846
DOC0000797,C000394,9947040351703024,ANDI SANTOSO,CV Sejahtera,17415000.0,4755262900,262000000.0,0.917
DOC0000971,C000540,9000992759063852,EKO SAPUTRA,PT Maju Jaya,32911000.0,7025690335,370000000.0,0.924
DOC0000572,C000319,2941398602108037,ANDI SANTOSO,PT Maju Jaya,23902000.0,9508550555,420400000.0,0.775
DOC0000018,C000208,9661022791121240,Fajar Nugroho,PT Bank ABC,20117000.0,8574910869,183200000.0,0.92
DOC0000810,C000591,7716536854718656,BUDI WIJAYA,PT Bank ABC,29068000.0,3367095819,266200000.0,0.84
DOC0000490,C000140,8316354226023310,EKO SAPUTRA,CV Sejahtera,33316000.0,8032935586,188800000.0,0.906
DOC0000130,C000273,1719265221244633,DEWI PRATAMA,PT Maju Jaya,9028000.0,6865034885,502800000.0,0.831
DOC0000877,C000324,8827804478506261,Fajar Nugroho,CV Sejahtera,7512000.0,7470028766,474600000.0,1.0
DOC0000661,C000217,3769017138560045,DEWI PRATAMA,PT Nusantara,7630000.0,1468940821,379300000.0,0.956
DOC0000599,C000033,4394461833727704,Fajar Nugroho,PT Maju Jaya,31106000.0,2063436709,674100000.0,0.936
DOC0001058,C000675,7420087960488757,CITRA LESTARI,PT Bank ABC,35859000.0,4820312182,794700000.0,0.889
DOC0001191,C000405,2374130279156839,BUDI WIJAYA,PT Nusantara,21366000.0,7833805093,692100000.0,0.983
DOC0000501,C000217,7039507340141163,EKO SAPUTRA,PT Maju Jaya,29927000.0,4118762875,260800000.0,0.99
DOC0000561,C000671,2334179592582337,ANDI SANTOSO,PT Bank ABC,22344000.0,1614623064,484400000.0,0.905
DOC0000882,C000654,5561357023618016,CITRA LESTARI,PT Nusantara,4772000.0,6840993322,204300000.0,0.94
DOC0000863,C000239,9537437056478894,CITRA LESTARI,PT Digital Indonesia,4363000.0,5770585540,474900000.0,0.868
DOC0000023,C000032,3901491457297589,DEWI PRATAMA,PT Bank ABC,30068000.0,2695288475,581500000.0,0.909
DOC0000068,C000541,7632805677777233,EKO SAPUTRA,PT Maju Jaya,31715000.0,4063291146,158200000.0,0.871
DOC0000993,C000343,7660821924986380,EKO SAPUTRA,PT Nusantara,35854000.0,7061845812,500300000.0,0.918
DOC0000647,C000472,5198356590401496,Fajar Nugroho,CV Sejahtera,11708000.0,9981950838,404400000.0,0.955
DOC0001094,C000653,5080197800570111,ANDI SANTOSO,PT Bank ABC,31051000.0,3926211963,634000000.0,0.885
DOC0001058,C000551,2635334200226954,CITRA LESTARI,CV Sejahtera,31672000.0,1808650387,127600000.0,0.861
DOC0000576,C000173,8750012022079201,BUDI WIJAYA,CV Sejahtera,28738000.0,9307985261,518900000.0,0.919
DOC0001121,C000368,5812962001577361,DEWI PRATAMA,PT Nusantara,42711000.0,5339573611,622300000.0,0.926
DOC0001026,C000317,3262969979536475,ANDI SANTOSO,PT Maju Jaya,11033000.0,9031744108,214100000.0,1.0
DOC0000458,C000258,5789147787074446,DEWI PRATAMA,PT Nusantara,13480000.0,9958402157,674800000.0,0.993
DOC0000998,C000666,8059202615563654,CITRA LESTARI,CV Sejahtera,19796000.0,2950045428,59800000.0,0.808
DOC0000742,C000121,4391870846407965,DEWI PRATAMA,CV Sejahtera,32156000.0,1350016713,67400000.0,0.798
DOC0000522,C000554,9544337457323511,DEWI PRATAMA,PT Digital Indonesia,27035000.0,4581292657,782800000.0,0.832
DOC0000310,C000220,2380621036318070,CITRA LESTARI,PT Maju Jaya,36787000.0,8183529726,55400000.0,0.915
DOC0000979,C000419,1910855146962165,Fajar Nugroho,PT Digital Indonesia,14435000.0,5113822344,245900000.0,0.892
DOC0001075,C000296,4645659002302469,EKO SAPUTRA,PT Bank ABC,30818000.0,9042293265,685500000.0,0.977
DOC0000881,C000425,8153270254371728,EKO SAPUTRA,PT Digital Indonesia,13922000.0,9849411759,370000000.0,0.68
DOC0001143,C000467,2716803020090920,EKO SAPUTRA,CV Sejahtera,33286000.0,4530285962,606000000.0,0.952
DOC0000343,C000244,2259536378386982,DEWI PRATAMA,PT Nusantara,37211000.0,8983533551,525200000.0,0.904
DOC0000910,C000445,5859627693404548,EKO SAPUTRA,PT Digital Indonesia,42602000.0,3158803707,219400000.0,0.876
DOC0000962,C000319,5709999153449746,CITRA LESTARI,PT Nusantara,29528000.0,8694365620,371200000.0,1.0
DOC0000908,C000307,7806912587277466,DEWI PRATAMA,PT Bank ABC,44224000.0,7893233146,190000000.0,0.985
DOC0000936,C000090,3278875766425234,BUDI WIJAYA,PT Nusantara,11277000.0,7485458111,257800000.0,0.933
DOC0000865,C000077,9467510500417524,BUDI WIJAYA,PT Bank ABC,18025000.0,1934664591,215000000.0,0.846
DOC0000770,C000225,5654157581981317,Fajar Nugroho,PT Maju Jaya,23215000.0,5061432968,180900000.0,0.965
DOC0000604,C000164,9442421856958796,BUDI WIJAYA,CV Sejahtera,15296000.0,9289923970,227800000.0,0.793
DOC0000453,C000467,1536851186764751,EKO SAPUTRA,CV Sejahtera,18907000.0,8373832015,505200000.0,0.932
DOC0000332,C000283,2572963540525436,Fajar Nugroho,PT Nusantara,18199000.0,3123241862,729100000.0,0.903
DOC0000301,C000179,9043033430994868,ANDI SANTOSO,PT Nusantara,24128000.0,4520176263,71600000.0,1.0
DOC0001121,C000043,3490999526777223,BUDI WIJAYA,PT Maju Jaya,43296000.0,3905021642,46400000.0,0.938
DOC0000263,C000315,4102380656185490,CITRA LESTARI,CV Sejahtera,29492000.0,2752254917,511700000.0,0.921
DOC0000979,C000358,5549785737704397,Fajar Nugroho,PT Maju Jaya,9920000.0,7501673772,475000000.0,0.998
DOC0000381,C000372,2091247808117959,ANDI SANTOSO,PT Bank ABC,35783000.0,6440265392,324500000.0,0.961
DOC0000710,C000491,1804924262199611,ANDI SANTOSO,PT Bank ABC,32718000.0,9305962819,459500000.0,0.819
DOC0000584,C000307,2048493975658490,DEWI PRATAMA,PT Bank ABC,41034000.0,7302726613,641600000.0,0.928
DOC0000801,C000516,1774696126670944,Fajar Nugroho,CV Sejahtera,22165000.0,7347316550,151500000.0,0.774
DOC0001165,C000454,4868964611399429,Fajar Nugroho,PT Maju Jaya,5657000.0,2136028814,332200000.0,0.945
DOC0000006,C000693,8975441544020116,EKO SAPUTRA,PT Bank ABC,38216000.0,6656285771,147500000.0,0.788
DOC0000955,C000537,3634928154631222,BUDI WIJAYA,PT Maju Jaya,29204000.0,5459687668,330500000.0,0.905
DOC0000555,C000275,2314919661418106,DEWI PRATAMA,CV Sejahtera,9280000.0,4750443207,492500000.0,1.0
DOC0000041,C000297,3744299805155308,ANDI SANTOSO,PT Bank ABC,28974000.0,5091773608,360700000.0,0.734
DOC0001180,C000013,4437248273287292,BUDI WIJAYA,PT Maju Jaya,10808000.0,1643932437,293900000.0,0.887
DOC0000848,C000503,9979857575147422,Fajar Nugroho,PT Bank ABC,34408000.0,3697412512,541200000.0,0.821
DOC0000093,C000573,3946749036055323,BUDI WIJAYA,PT Bank ABC,40154000.0,8832040905,430200000.0,0.855
DOC0000828,C000560,4459852452107869,EKO SAPUTRA,PT Nusantara,36152000.0,8716239173,146900000.0,0.923
DOC0000861,C000449,2773255990830287,EKO SAPUTRA,PT Maju Jaya,6474000.0,1329271600,721200000.0,0.947
DOC0000765,C000379,8606885467576333,ANDI SANTOSO,PT Bank ABC,27182000.0,2079706570,785100000.0,0.884
DOC0000955,C000500,1633656285719011,EKO SAPUTRA,PT Nusantara,29533000.0,5196625664,795400000.0,0.928
DOC0000923,C000057,3597306469346441,Fajar Nugroho,PT Maju Jaya,29198000.0,9555611634,286100000.0,0.842
DOC0000657,C000388,3737069279899284,CITRA LESTARI,PT Bank ABC,39629000.0,9373482733,515900000.0,1.0
DOC0000591,C000566,2326945191312110,BUDI WIJAYA,PT Maju Jaya,19913000.0,6886425843,135000000.0,0.783
DOC0000340,C000082,2315150880027111,ANDI SANTOSO,PT Digital Indonesia,18058000.0,5831647869,613700000.0,0.847
DOC0000591,C000180,5677631224608255,Fajar Nugroho,PT Bank ABC,34889000.0,4704584952,282100000.0,0.899
DOC0000075,C000443,8780141735533321,EKO SAPUTRA,PT Nusantara,36042000.0,1631807036,359900000.0,0.831
DOC0000467,C000348,5642442270660078,EKO SAPUTRA,PT Bank ABC,43585000.0,7503138789,81100000.0,1.0
DOC0000435,C000496,6485990812257955,Fajar Nugroho,PT Bank ABC,4543000.0,9333692627,162600000.0,0.845
DOC0000423,C000350,3213812458864468,EKO SAPUTRA,CV Sejahtera,42299000.0,7888117165,548900000.0,1.0
DOC0000330,C000678,6052871042211411,Fajar Nugroho,PT Maju Jaya,24440000.0,7279154454,436800000.0,0.962
DOC0001048,C000366,1221976581618413,EKO SAPUTRA,PT Maju Jaya,7508000.0,9141792201,572100000.0,0.915
DOC0000823,C000037,5219180405723005,CITRA LESTARI,PT Digital Indonesia,16697000.0,2819209629,585500000.0,0.809
DOC0000390,C000321,2289194960024514,ANDI SANTOSO,PT Digital Indonesia,24401000.0,2585328982,244300000.0,0.898
DOC0000409,C000608,6978921240231120,Fajar Nugroho,PT Nusantara,35236000.0,6909678383,61100000.0,0.835
DOC0000728,C000372,2817237197258872,DEWI PRATAMA,PT Maju Jaya,42679000.0,7937103151,753700000.0,0.794
DOC0000663,C000383,6661289183440529,BUDI WIJAYA,PT Bank ABC,31614000.0,7876684956,800000000.0,0.939
DOC0000643,C000459,5088237945597685,ANDI SANTOSO,CV Sejahtera,12233000.0,5038509421,544700000.0,0.908
DOC0001120,C000615,4158057592742824,DEWI PRATAMA,PT Maju Jaya,17836000.0,5486604085,175000000.0,0.812
DOC0000201,C000639,5798295825454907,Fajar Nugroho,PT Bank ABC,32805000.0,8728402808,386400000.0,0.894
DOC0001021,C000327,2625600873020408,CITRA LESTARI,PT Bank ABC,7581000.0,2294578634,202200000.0,0.825
DOC0000424,C000411,3711613695459853,EKO SAPUTRA,PT Bank ABC,14920000.0,5405066503,101500000.0,0.919
DOC0001033,C000062,9512726931077927,CITRA LESTARI,PT Nusantara,35999000.0,8920013561,646100000.0,0.895
DOC0000786,C000072,3103341978504340,Fajar Nugroho,PT Digital Indonesia,10158000.0,5529656978,385500000.0,1.0
DOC0000567,C000612,3144312360808748,Fajar Nugroho,CV Sejahtera,12532000.0,9947887268,70000000.0,0.946
DOC0000727,C000645,9071928058763852,Fajar Nugroho,PT Maju Jaya,12051000.0,2920148319,447600000.0,0.857
DOC0000871,C000647,1109463685426169,ANDI SANTOSO,PT Digital Indonesia,38828000.0,2707865621,89700000.0,0.782
DOC0000075,C000128,4799480921171184,EKO SAPUTRA,PT Bank ABC,36085000.0,3907068866,464800000.0,0.917
DOC0000882,C000543,7777964121347339,EKO SAPUTRA,PT Nusantara,11332000.0,5668405915,618100000.0,0.954
DOC0000006,C000250,4371814175951983,BUDI WIJAYA,CV Sejahtera,6950000.0,6328072275,547200000.0,0.946
DOC0000841,C000066,7536988144251914,Fajar Nugroho,PT Nusantara,31019000.0,2861653674,529700000.0,0.942
DOC0000875,C000369,9541509322223311,Fajar Nugroho,PT Bank ABC,32535000.0,9693604320,731800000.0,0.913
DOC0001103,C000441,3677501797620299,BUDI WIJAYA,CV Sejahtera,29879000.0,1097795601,211600000.0,0.919
DOC0000358,C000338,5037012026038877,Fajar Nugroho,PT Bank ABC,30413000.0,8677932369,117100000.0,0.798
DOC0001139,C000182,1163763421387943,ANDI SANTOSO,CV Sejahtera,33232000.0,4724654566,678900000.0,0.9
DOC0000144,C000381,2466948509075409,CITRA LESTARI,PT Maju Jaya,20096000.0,6451561651,653800000.0,0.806
DOC0000602,C000467,7360382476534150,EKO SAPUTRA,PT Digital Indonesia,15065000.0,8883807533,205400000.0,0.953
DOC0000111,C000370,4173356986577562,EKO SAPUTRA,CV Sejahtera,36513000.0,1712345369,679100000.0,0.931
DOC0000333,C000088,2916888721243081,BUDI WIJAYA,PT Bank ABC,15040000.0,2940067758,196400000.0,0.887
DOC0000456,C000513,6117392405404706,DEWI PRATAMA,PT Digital Indonesia,29173000.0,5254646609,692300000.0,0.944
DOC0000858,C000676,6881730933928911,DEWI PRATAMA,CV Sejahtera,7691000.0,4937410846,708000000.0,0.789
DOC0000750,C000126,8391502389717292,CITRA LESTARI,PT Digital Indonesia,4012000.0,9271571219,380800000.0,0.896
DOC0001094,C000450,1723232107407782,EKO SAPUTRA,PT Bank ABC,12985000.0,8973057334,474200000.0,0.872
DOC0000391,C000170,7141904852871366,Fajar Nugroho,CV Sejahtera,32811000.0,2851651784,228600000.0,0.861
DOC0001160,C000004,3946461496269408,DEWI PRATAMA,PT Nusantara,22841000.0,2823598887,338600000.0,0.989
DOC0000338,C000073,2372913203439715,DEWI PRATAMA,PT Bank ABC,40907000.0,1102067894,535100000.0,0.953
DOC0000263,C000499,5241746354957525,CITRA LESTARI,PT Digital Indonesia,12015000.0,9581203444,253800000.0,0.986
DOC0000228,C000216,5971930150301374,BUDI WIJAYA,PT Bank ABC,37834000.0,5911177623,362200000.0,0.904
DOC0000485,C000059,4515012831203520,ANDI SANTOSO,PT Maju Jaya,39305000.0,4391217534,514000000.0,0.897
DOC0001110,C000374,3717415190273294,ANDI SANTOSO,PT Digital Indonesia,42970000.0,3304225887,237100000.0,1.0
DOC0000791,C000424,2759392357844427,CITRA LESTARI,PT Bank ABC,36353000.0,4166557236,792300000.0,1.0
DOC0001138,C000295,3244406274278685,DEWI PRATAMA,PT Digital Indonesia,32278000.0,4616887024,355200000.0,0.722
DOC0001184,C000425,2606897788169399,ANDI SANTOSO,PT Bank ABC,16562000.0,7759141372,520100000.0,0.773
DOC0000485,C000422,7935864471638367,DEWI PRATAMA,PT Bank ABC,6678000.0,8841327647,632900000.0,1.0
DOC0000938,C000448,4801169463600212,Fajar Nugroho,PT Nusantara,31949000.0,4533974517,598100000.0,0.94
DOC0000008,C000454,7794365057108187,BUDI WIJAYA,PT Nusantara,40570000.0,9145965580,271600000.0,1.0
DOC0001158,C000442,7324512418077468,ANDI SANTOSO,CV Sejahtera,33862000.0,8148961356,459000000.0,1.0
DOC0000730,C000111,8002572824483892,EKO SAPUTRA,PT Nusantara,15848000.0,6256140194,753600000.0,0.802
DOC0000995,C000538,7631955153838391,BUDI WIJAYA,PT Digital Indonesia,25136000.0,7558396705,763600000.0,0.796
DOC0000830,C000235,8083031691450670,ANDI SANTOSO,PT Digital Indonesia,8280000.0,5407589835,468500000.0,0.888
DOC0000590,C000368,9054183537240100,CITRA LESTARI,PT Digital Indonesia,17487000.0,3922881369,178100000.0,0.882
DOC0000424,C000095,6987358842555436,ANDI SANTOSO,PT Bank ABC,9562000.0,5249709971,184000000.0,0.885
DOC0000245,C000188,3927464209102906,Fajar Nugroho,PT Digital Indonesia,44156000.0,7314309559,183400000.0,0.983
DOC0000244,C000390,9024800793756317,CITRA LESTARI,PT Digital Indonesia,6977000.0,9312411917,138600000.0,0.868
DOC0000496,C000192,6900783029458209,ANDI SANTOSO,CV Sejahtera,17019000.0,6155329708,784200000.0,0.967
DOC0000137,C000163,5169551744847122,ANDI SANTOSO,PT Digital Indonesia,5374000.0,3667999471,142300000.0,0.917
DOC0000287,C000521,3622122594338735,Fajar Nugroho,PT Digital Indonesia,16791000.0,8261307221,562600000.0,0.908
DOC0000079,C000359,7470006224036026,DEWI PRATAMA,PT Maju Jaya,34688000.0,7030518975,324200000.0,0.82
DOC0001101,C000488,3284481163644603,CITRA LESTARI,PT Bank ABC,13495000.0,3079160660,535500000.0,0.917
DOC0000036,C000464,7597947735313283,DEWI PRATAMA,PT Maju Jaya,10324000.0,3095493779,257200000.0,0.841
DOC0000134,C000279,2123986105995850,ANDI SANTOSO,PT Nusantara,5203000.0,6971547120,365800000.0,0.929
DOC0000472,C000609,8742703631236667,BUDI WIJAYA,PT Bank ABC,41374000.0,9948310493,271700000.0,0.804
DOC0000972,C000546,2537038857325256,Fajar Nugroho,PT Bank ABC,17547000.0,6228627831,679700000.0,0.896
DOC0000933,C000144,4058749861188004,CITRA LESTARI,PT Maju Jaya,37434000.0,2177148939,472200000.0,0.881
DOC0000151,C000638,3680004412793382,BUDI WIJAYA,PT Nusantara,42570000.0,4648759077,659400000.0,0.969
DOC0001061,C000267,2154160151963114,CITRA LESTARI,PT Bank ABC,21144000.0,3933610117,494200000.0,0.897
DOC0000285,C000076,1254364310587336,EKO SAPUTRA,PT Maju Jaya,26401000.0,1470377341,284500000.0,0.935
DOC0000628,C000328,7617004227946244,ANDI SANTOSO,PT Digital Indonesia,23025000.0,5541447457,491600000.0,0.856
DOC0000795,C000409,3425138104543195,EKO SAPUTRA,PT Maju Jaya,33469000.0,2332861531,411500000.0,0.908
