Source_System,Source_Record_ID,Full_Name,Date_of_Birth,Phone,Email,Address,City,Name_Norm,Phone_Norm,Email_Norm,Address_Norm,Birth_Year,Exact_Candidates,Exact_Match_Count,Match_Customer_ID,Match_Score,Match_Decision
Credit Card,CR_0000706,Budi Pratama,2012-06-13,8749231988,customer000727@example.com,Jalan Sudirman No. 159,Bandung,BUDI PRATAMA,8749231988,customer000727@example.com,JL SUDIRMAN NO 159,2012,[np.int64(726)],1,C000727,1.0,Auto Match
Credit Card,CR_0000707,ANDISIREGAR,1998-11-21,8863373193,customer000842@examplecom,JALAN SUDIRMAN NO. 129,Makassar,ANDISIREGAR,8863373193,customer000842@examplecom,JL SUDIRMAN NO 129,1998,[np.int64(841)],1,C000842,0.9832480818414323,Auto Match
Credit Card,CR_0000708,Hana Nugroho,2005-10-30,8535945832,customer001380@examplecom,Jl. Diponegoro No. 16,Bandung,HANA NUGROHO,8535945832,customer001380@examplecom,JL DIPONEGORO NO 16,2005,[np.int64(1379)],1,C001380,0.9941176470588236,Auto Match
Credit Card,CR_0000709,EKO S1REG4R,2002-11-26,8977050802,customer000327@example.com,Jl. Merdeka No. 192,Tangerang,EKO S1REG4R,8977050802,customer000327@example.com,JL MERDEKA NO 192,2002,[np.int64(326)],1,C000327,0.9545454545454547,Auto Match
Credit Card,CR_0000710,Karin Lestari,1997-10-31,628743431871,customer000777@example.com,Jl. Ahmad Yani No. 172,Surabaya,KARIN LESTARI,08743431871,customer000777@example.com,JL AHMAD YANI NO 172,1997,[np.int64(776)],1,C000777,0.9880952380952381,Auto Match
Credit Card,CR_0000711,Andi Kurniawan,2000-04-21,8900061159,customer001596@example.com,Jl. Ahmad Yani No. 104,Depok,ANDI KURNIAWAN,8900061159,customer001596@example.com,JL AHMAD YANI NO 104,2000,[np.int64(1595)],1,C001596,1.0,Auto Match
Credit Card,CR_0000712,Iwan Pratama,2009-11-21,628114493372,customer000737@example.com,Jalan Sudirman No. 129,Depok,IWAN PRATAMA,08114493372,customer000737@example.com,JL SUDIRMAN NO 129,2009,[np.int64(736)],1,C000737,0.9880952380952381,Auto Match
Credit Card,CR_0000713,OSCAR PERMATA,2002-03-19,8556036052,customer001533@example.com,Jl. Sudirman No. 194,Depok,OSCAR PERMATA,8556036052,customer001533@example.com,JL SUDIRMAN NO 194,2002,[np.int64(1532)],1,C001533,1.0,Auto Match
Credit Card,CR_0000714,EKO KURN14W4N,1991-02-01,8559680837,customer001736@example.com,Jl. Merdeka No. 41,Makassar,EKO KURN14W4N,8559680837,customer001736@example.com,JL MERDEKA NO 41,1991,[np.int64(1735)],1,C001736,0.9423076923076924,Auto Match
Credit Card,CR_0000715,Gita Lestari,1996-05-12,8245604211,customer000120@examplecom,Jl. Merdeka No. 109,Bandung,GITA LESTARI,8245604211,customer000120@examplecom,JL MERDEKA NO 109,1996,[np.int64(119)],1,C000120,0.9941176470588236,Auto Match
Credit Card,CR_0000716,OscarNugroho,2012-06-26,8599192314,customer000366@example.com,Jl. Diponegoro No. 85,Semarang,OSCARNUGROHO,8599192314,customer000366@example.com,JL DIPONEGORO NO 85,2012,[np.int64(365)],1,C000366,0.9900000000000001,Auto Match
Credit Card,CR_0000717,Hana Santoso,2013-06-27,838625773,customer001101@example.com,Jl. Sudirman No. 120,Bandung,HANA SANTOSO,838625773,customer001101@example.com,JL SUDIRMAN NO 120,2013,[np.int64(1100)],1,C001101,0.986842105263158,Auto Match
Credit Card,CR_0000718,F4J4RS1REG4R,2002-05-08,628903614494,customer000056@example.com,Jl. Sudirman No. 16,Medan,F4J4RS1REG4R,08903614494,customer000056@example.com,JL SUDIRMAN NO 16,2002,[np.int64(55)],1,C000056,0.8980952380952382,Auto Match
Credit Card,CR_0000719,Sari Saputra,2000-12-28,8859967751,customer000076@example.com,Jl. Ahmad Yani No. 53,Jakarta,SARI SAPUTRA,8859967751,customer000076@example.com,JL AHMAD YANI NO 53,2000,[np.int64(75)],1,C000076,1.0,Auto Match
Credit Card,CR_0000720,RINA NUGROHO,2003-11-18,628337630331,customer001228@examplecom,JL. AHMAD YANI NO. 137,Makassar,RINA NUGROHO,08337630331,customer001228@examplecom,JL AHMAD YANI NO 137,2003,[np.int64(1227)],1,C001228,0.9822128851540616,Auto Match
Credit Card,CR_0000721,JokoPermata,2011-03-18,8197655505,customer000203@example.com,Jl. Diponegoro No. 11,Bekasi,JOKOPERMATA,8197655505,customer000203@example.com,JL DIPONEGORO NO 11,2011,[np.int64(202)],1,C000203,0.9891304347826088,Auto Match
Credit Card,CR_0000722,Iwan Wijaya,1990-09-08,8279023254,customer001255@examplecom,Jl. Diponegoro No. 62,Semarang,IWAN WIJAYA,8279023254,customer001255@examplecom,JL DIPONEGORO NO 62,1990,[np.int64(1254)],1,C001255,0.9941176470588236,Auto Match
Credit Card,CR_0000723,Dewi Wijaya,2012-08-02,8992208885,customer001371@examplecom,Jalan Sudirman No. 11,Medan,DEWI WIJAYA,8992208885,customer001371@examplecom,JL SUDIRMAN NO 11,2012,[np.int64(1370)],1,C001371,0.9941176470588236,Auto Match
Credit Card,CR_0000724,Rina Setiawan,2001-06-09,628201444022,customer000544@example.com,Jl. Ahmad Yani No. 136,Bekasi,RINA SETIAWAN,08201444022,customer000544@example.com,JL AHMAD YANI NO 136,2001,[np.int64(543)],1,C000544,0.9880952380952381,Auto Match
Credit Card,CR_0000725,1W4N S1REG4R,2015-02-20,628363376776,customer001782@example.com,Jl. Gatot Subroto No. 52,Tangerang,1W4N S1REG4R,08363376776,customer001782@example.com,JL GATOT SUBROTO NO 52,2015,[np.int64(1781)],1,C001782,0.9047619047619048,Auto Match
Credit Card,CR_0000726,Iwan Siregar,1989-07-29,8613458236,customer001331@example.com,JALAN GATOT SUBROTO NO. 70,Bandung,IWAN SIREGAR,8613458236,customer001331@example.com,JL GATOT SUBROTO NO 70,1989,[np.int64(1330)],1,C001331,1.0,Auto Match
Credit Card,CR_0000727,AndiPratama,2007-11-01,8395907037,customer001222@example.com,Jl. Sudirman No. 104,Jakarta,ANDIPRATAMA,8395907037,customer001222@example.com,JL SUDIRMAN NO 104,2007,[np.int64(1221)],1,C001222,0.9891304347826088,Auto Match
Credit Card,CR_0000728,Sari Santoso,2000-05-13,860258174,customer000018@example.com,Jl. Ahmad Yani No. 98,Makassar,SARI SANTOSO,860258174,customer000018@example.com,JL AHMAD YANI NO 98,2000,[np.int64(17)],1,C000018,0.986842105263158,Auto Match
Credit Card,CR_0000729,Joko Nugroho,2015-09-19,628267524878,customer000760@example.com,Jl. Merdeka No. 20,Semarang,JOKO NUGROHO,08267524878,customer000760@example.com,JL MERDEKA NO 20,2015,[np.int64(759)],1,C000760,0.9880952380952381,Auto Match
Credit Card,CR_0000730,F4J4R R4M4DH4N,1997-05-27,628700265946,customer001099@example.com,Jl. Ahmad Yani No. 64,Makassar,F4J4R R4M4DH4N,08700265946,customer001099@example.com,JL AHMAD YANI NO 64,1997,[np.int64(1098)],1,C001099,0.8988095238095238,Auto Match
Credit Card,CR_0000731,Maya Nugroho,2011-02-23,628508761109,customer000709@example.com,Jl. Merdeka No. 153,Surabaya,MAYA NUGROHO,08508761109,customer000709@example.com,JL MERDEKA NO 153,2011,[np.int64(708)],1,C000709,0.9880952380952381,Auto Match
Credit Card,CR_0000732,Citra Wijaya,2008-03-08,8435453680,customer001757@example.com,JL. AHMAD YANI NO. 91,Tangerang,CITRA WIJAYA,8435453680,customer001757@example.com,JL AHMAD YANI NO 91,2008,[np.int64(1756)],1,C001757,1.0,Auto Match
Credit Card,CR_0000733,FAJAR PRATAMA,2012-09-06,866420204,customer000851@examplecom,Jl. Sudirman No. 73,Jakarta,FAJAR PRATAMA,866420204,customer000851@examplecom,JL SUDIRMAN NO 73,2012,[np.int64(850)],1,C000851,0.9809597523219814,Auto Match
Credit Card,CR_0000734,4ndi Wijaya,1994-05-11,8584760715,customer000409@example.com,Jl. Merdeka No. 34,Bekasi,4NDI WIJAYA,8584760715,customer000409@example.com,JL MERDEKA NO 34,1994,[np.int64(408)],1,C000409,0.9772727272727274,Auto Match
Credit Card,CR_0000735,TonoSantoso,1998-02-05,893541478,customer000841@example.com,Jl. Diponegoro No. 57,Bekasi,TONOSANTOSO,893541478,customer000841@example.com,JL DIPONEGORO NO 57,1998,[np.int64(840)],1,C000841,0.9759725400457667,Auto Match
Credit Card,CR_0000736,IWAN LESTARI,1995-12-07,8273296397,customer000479@examplecom,Jl. Diponegoro No. 100,Semarang,IWAN LESTARI,8273296397,customer000479@examplecom,JL DIPONEGORO NO 100,1995,[np.int64(478)],1,C000479,0.9941176470588236,Auto Match
Credit Card,CR_0000737,Gita Nugroho,2014-05-27,818276199,customer001269@example.com,Jl. Gatot Subroto No. 193,Makassar,GITA NUGROHO,818276199,customer001269@example.com,JL GATOT SUBROTO NO 193,2014,[np.int64(1268)],1,C001269,0.986842105263158,Auto Match
Credit Card,CR_0000738,Budi Kurniawan,1991-02-17,8847555438,customer000216@examplecom,Jl. Sudirman No. 49,Depok,BUDI KURNIAWAN,8847555438,customer000216@examplecom,JL SUDIRMAN NO 49,1991,[np.int64(215)],1,C000216,0.9941176470588236,Auto Match
Credit Card,CR_0000739,GitaLestari,2012-12-19,8275353917,customer000879@example.com,Jalan Merdeka No. 198,Tangerang,GITALESTARI,8275353917,customer000879@example.com,JL MERDEKA NO 198,2012,[np.int64(878)],1,C000879,0.9891304347826088,Auto Match
Credit Card,CR_0000740,ANDIHIDAYAT,1990-09-15,8260506025,customer001102@example.com,Jl. Merdeka No. 185,Bandung,ANDIHIDAYAT,8260506025,customer001102@example.com,JL MERDEKA NO 185,1990,[np.int64(1101)],1,C001102,0.9891304347826088,Auto Match
Credit Card,CR_0000741,Citra Lestari,2009-04-03,8442212024,customer000251@example.com,JL. GATOT SUBROTO NO. 78,Makassar,CITRA LESTARI,8442212024,customer000251@example.com,JL GATOT SUBROTO NO 78,2009,[np.int64(250)],1,C000251,1.0,Auto Match
Credit Card,CR_0000742,TONOPRATAMA,2001-12-27,628757791687,customer001267@example.com,JL. GATOT SUBROTO NO. 120,Semarang,TONOPRATAMA,08757791687,customer001267@example.com,JL GATOT SUBROTO NO 120,2001,[np.int64(1266)],1,C001267,0.9772256728778469,Auto Match
Credit Card,CR_0000743,DewiSaputra,2003-06-17,8472984543,customer000267@example.com,Jl. Sudirman No. 132,Bogor,DEWISAPUTRA,8472984543,customer000267@example.com,JL SUDIRMAN NO 132,2003,[np.int64(266)],1,C000267,0.9891304347826088,Auto Match
Credit Card,CR_0000744,MayaHidayat,1992-05-09,8867174700,customer000859@example.com,Jl. Ahmad Yani No. 35,Tangerang,MAYAHIDAYAT,8867174700,customer000859@example.com,JL AHMAD YANI NO 35,1992,[np.int64(858)],1,C000859,0.9891304347826088,Auto Match
Credit Card,CR_0000745,JOKO PR4T4M4,2001-05-26,628417140929,customer000016@example.com,Jl. Diponegoro No. 24,Jakarta,JOKO PR4T4M4,08417140929,customer000016@example.com,JL DIPONEGORO NO 24,2001,[np.int64(15)],1,C000016,0.9255952380952381,Auto Match
Credit Card,CR_0000746,Putri Ramadhan,1992-07-13,8821716149,customer000913@example.com,Jl. Sudirman No. 85,Bekasi,PUTRI RAMADHAN,8821716149,customer000913@example.com,JL SUDIRMAN NO 85,1992,[np.int64(912)],1,C000913,1.0,Auto Match
Credit Card,CR_0000747,KarinWijaya,2011-01-30,628179051440,customer000925@example.com,Jl. Sudirman No. 52,Jakarta,KARINWIJAYA,08179051440,customer000925@example.com,JL SUDIRMAN NO 52,2011,[np.int64(924)],1,C000925,0.9772256728778469,Auto Match
Credit Card,CR_0000748,Eko Siregar,2001-09-20,8232970259,customer001537@example.com,JL. SUDIRMAN NO. 108,Tangerang,EKO SIREGAR,8232970259,customer001537@example.com,JL SUDIRMAN NO 108,2001,[np.int64(1536)],1,C001537,1.0,Auto Match
Credit Card,CR_0000749,Karin Siregar,2005-04-11,811169401,customer000863@example.com,JL. MERDEKA NO. 4,Tangerang,KARIN SIREGAR,811169401,customer000863@example.com,JL MERDEKA NO 4,2005,[np.int64(862)],1,C000863,0.986842105263158,Auto Match
Credit Card,CR_0000750,Iwan Hidayat,2012-10-17,8919666563,customer001587@example.com,Jl. Gatot Subroto No. 48,Bogor,IWAN HIDAYAT,8919666563,customer001587@example.com,JL GATOT SUBROTO NO 48,2012,[np.int64(1586)],1,C001587,1.0,Auto Match
Credit Card,CR_0000751,Nanda Santoso,1990-07-24,8526127861,customer001386@example.com,Jl. Ahmad Yani No. 62,Depok,NANDA SANTOSO,8526127861,customer001386@example.com,JL AHMAD YANI NO 62,1990,[np.int64(1385)],1,C001386,1.0,Auto Match
Credit Card,CR_0000752,Karin Hidayat,2010-10-11,8214172872,customer000315@examplecom,Jl. Merdeka No. 31,Depok,KARIN HIDAYAT,8214172872,customer000315@examplecom,JL MERDEKA NO 31,2010,[np.int64(314)],1,C000315,0.9941176470588236,Auto Match
Credit Card,CR_0000753,Maya Hidayat,2013-08-20,816413544,customer000734@example.com,JALAN GATOT SUBROTO NO. 194,Bandung,MAYA HIDAYAT,816413544,customer000734@example.com,JL GATOT SUBROTO NO 194,2013,[np.int64(733)],1,C000734,0.986842105263158,Auto Match
Credit Card,CR_0000754,Oscar Santoso,2013-06-16,8178120398,customer001491@example.com,JL. DIPONEGORO NO. 95,Makassar,OSCAR SANTOSO,8178120398,customer001491@example.com,JL DIPONEGORO NO 95,2013,[np.int64(1490)],1,C001491,1.0,Auto Match
Credit Card,CR_0000755,IwanKurniawan,1996-12-21,628378614606,customer001745@example.com,Jl. Ahmad Yani No. 11,Surabaya,IWANKURNIAWAN,08378614606,customer001745@example.com,JL AHMAD YANI NO 11,1996,[np.int64(1744)],1,C001745,0.9788359788359788,Auto Match
Credit Card,CR_0000756,OscarSaputra,2011-04-06,850073891,customer000113@example.com,Jl. Ahmad Yani No. 97,Depok,OSCARSAPUTRA,850073891,customer000113@example.com,JL AHMAD YANI NO 97,2011,[np.int64(112)],1,C000113,0.976842105263158,Auto Match
Credit Card,CR_0000757,Rina Saputra,2016-02-25,8314898977,customer000146@example.com,JL. SUDIRMAN NO. 63,Tangerang,RINA SAPUTRA,8314898977,customer000146@example.com,JL SUDIRMAN NO 63,2016,[np.int64(145)],1,C000146,1.0,Auto Match
Credit Card,CR_0000758,Hana Saputra,1997-10-29,8885915941,customer000190@example.com,Jl. Diponegoro No. 14,Surabaya,HANA SAPUTRA,8885915941,customer000190@example.com,JL DIPONEGORO NO 14,1997,[np.int64(189)],1,C000190,1.0,Auto Match
Credit Card,CR_0000759,Joko Pratama,1994-05-09,62840804216,customer001196@example.com,Jl. Diponegoro No. 82,Makassar,JOKO PRATAMA,0840804216,customer001196@example.com,JL DIPONEGORO NO 82,1994,[np.int64(1195)],1,C001196,0.9750000000000001,Auto Match
Credit Card,CR_0000760,SARI NUGROHO,2007-09-28,628655612389,customer000601@example.com,JL. MERDEKA NO. 191,Surabaya,SARI NUGROHO,08655612389,customer000601@example.com,JL MERDEKA NO 191,2007,[np.int64(600)],1,C000601,0.9880952380952381,Auto Match
Credit Card,CR_0000761,Iwan Nugroho,2014-01-23,8181514207,customer001643@example.com,JL. DIPONEGORO NO. 153,Bandung,IWAN NUGROHO,8181514207,customer001643@example.com,JL DIPONEGORO NO 153,2014,[np.int64(1642)],1,C001643,1.0,Auto Match
Credit Card,CR_0000762,Hana Permata,2004-03-09,62826600136,customer001438@example.com,Jl. Sudirman No. 122,Tangerang,HANA PERMATA,0826600136,customer001438@example.com,JL SUDIRMAN NO 122,2004,[np.int64(1437)],1,C001438,0.9750000000000001,Auto Match
Credit Card,CR_0000763,Eko Santoso,1994-08-02,8133441242,customer001244@example.com,Jl. Gatot Subroto No. 94,Medan,EKO SANTOSO,8133441242,customer001244@example.com,JL GATOT SUBROTO NO 94,1994,[np.int64(1243)],1,C001244,1.0,Auto Match
Credit Card,CR_0000764,Gita Siregar,2007-09-29,8417960593,customer000167@example.com,Jl. Gatot Subroto No. 65,Makassar,GITA SIREGAR,8417960593,customer000167@example.com,JL GATOT SUBROTO NO 65,2007,[np.int64(166)],1,C000167,1.0,Auto Match
Credit Card,CR_0000765,Putri Permata,2001-05-04,628935941608,customer000212@example.com,Jl. Gatot Subroto No. 109,Bekasi,PUTRI PERMATA,08935941608,customer000212@example.com,JL GATOT SUBROTO NO 109,2001,[np.int64(211)],1,C000212,0.9880952380952381,Auto Match
Credit Card,CR_0000766,R1N4 W1J4Y4,1993-12-11,8923624562,customer001473@example.com,Jl. Merdeka No. 78,Makassar,R1N4 W1J4Y4,8923624562,customer001473@example.com,JL MERDEKA NO 78,1993,[np.int64(1472)],1,C001473,0.8863636363636365,Auto Match
Credit Card,CR_0000767,PUTR1 LEST4R1,2014-05-19,8157787966,customer000245@examplecom,Jl. Gatot Subroto No. 146,Jakarta,PUTR1 LEST4R1,8157787966,customer000245@examplecom,JL GATOT SUBROTO NO 146,2014,[np.int64(244)],1,C000245,0.9364253393665158,Auto Match
Credit Card,CR_0000768,Putri Setiawan,1991-07-21,8450400604,customer001579@example.com,Jl. Diponegoro No. 130,Makassar,PUTRI SETIAWAN,8450400604,customer001579@example.com,JL DIPONEGORO NO 130,1991,[np.int64(1578)],1,C001579,1.0,Auto Match
Credit Card,CR_0000769,Oscar Nugroho,2001-02-08,8122951407,customer001010@examplecom,Jl. Merdeka No. 28,Bogor,OSCAR NUGROHO,8122951407,customer001010@examplecom,JL MERDEKA NO 28,2001,[np.int64(1009)],1,C001010,0.9941176470588236,Auto Match
Credit Card,CR_0000770,BUDI PRATAMA,2014-03-10,628991569570,customer001639@example.com,Jalan Gatot Subroto No. 91,Makassar,BUDI PRATAMA,08991569570,customer001639@example.com,JL GATOT SUBROTO NO 91,2014,[np.int64(1638)],1,C001639,0.9880952380952381,Auto Match
Credit Card,CR_0000771,JOKO LESTARI,2008-07-15,853254823,customer001095@example.com,Jl. Diponegoro No. 141,Surabaya,JOKO LESTARI,853254823,customer001095@example.com,JL DIPONEGORO NO 141,2008,[np.int64(1094)],1,C001095,0.986842105263158,Auto Match
Credit Card,CR_0000772,Rina Lestari,2001-08-13,8276806566,customer000425@example.com,Jl. Ahmad Yani No. 6,Depok,RINA LESTARI,8276806566,customer000425@example.com,JL AHMAD YANI NO 6,2001,[np.int64(424)],1,C000425,1.0,Auto Match
Credit Card,CR_0000773,KARIN SAPUTRA,2005-10-27,8366519718,customer000751@example.com,Jl. Diponegoro No. 135,Medan,KARIN SAPUTRA,8366519718,customer000751@example.com,JL DIPONEGORO NO 135,2005,[np.int64(750)],1,C000751,1.0,Auto Match
Credit Card,CR_0000774,Putri Lestari,2016-02-25,62857510599,customer001363@example.com,JL. DIPONEGORO NO. 112,Bekasi,PUTRI LESTARI,0857510599,customer001363@example.com,JL DIPONEGORO NO 112,2016,[np.int64(1362)],1,C001363,0.9750000000000001,Auto Match
Credit Card,CR_0000775,IWAN SIREGAR,1998-10-12,817520582,customer000667@example.com,Jl. Diponegoro No. 137,Makassar,IWAN SIREGAR,817520582,customer000667@example.com,JL DIPONEGORO NO 137,1998,[np.int64(666)],1,C000667,0.986842105263158,Auto Match
Credit Card,CR_0000776,Hana Hidayat,2004-01-16,628218753390,customer000887@example.com,Jl. Diponegoro No. 128,Bandung,HANA HIDAYAT,08218753390,customer000887@example.com,JL DIPONEGORO NO 128,2004,[np.int64(886)],1,C000887,0.9880952380952381,Auto Match
Credit Card,CR_0000777,K4R1NS4NTOSO,2003-03-03,869090718,customer000395@example.com,Jl. Sudirman No. 143,Tangerang,K4R1NS4NTOSO,869090718,customer000395@example.com,JL SUDIRMAN NO 143,2003,[np.int64(394)],1,C000395,0.916842105263158,Auto Match
Credit Card,CR_0000778,Nanda Kurniawan,1996-04-01,8256399198,customer000807@examplecom,JL. AHMAD YANI NO. 15,Bekasi,NANDA KURNIAWAN,8256399198,customer000807@examplecom,JL AHMAD YANI NO 15,1996,[np.int64(806)],1,C000807,0.9941176470588236,Auto Match
Credit Card,CR_0000779,TonoWijaya,2013-07-06,8434963765,customer001117@example.com,Jl. Diponegoro No. 12,Bandung,TONOWIJAYA,8434963765,customer001117@example.com,JL DIPONEGORO NO 12,2013,[np.int64(1116)],1,C001117,0.9880952380952382,Auto Match
Credit Card,CR_0000780,Hana Setiawan,2014-11-29,8245163215,customer001414@examplecom,JALAN MERDEKA NO. 33,Tangerang,HANA SETIAWAN,8245163215,customer001414@examplecom,JL MERDEKA NO 33,2014,[np.int64(1413)],1,C001414,0.9941176470588236,Auto Match
Credit Card,CR_0000781,Joko Santoso,1995-08-28,628874507198,customer000028@example.com,JL. AHMAD YANI NO. 157,Makassar,JOKO SANTOSO,08874507198,customer000028@example.com,JL AHMAD YANI NO 157,1995,[np.int64(27)],1,C000028,0.9880952380952381,Auto Match
Credit Card,CR_0000782,Andi Kurniawan,1997-08-28,8746257999,customer000387@examplecom,Jl. Sudirman No. 142,Surabaya,ANDI KURNIAWAN,8746257999,customer000387@examplecom,JL SUDIRMAN NO 142,1997,[np.int64(386)],1,C000387,0.9941176470588236,Auto Match
Credit Card,CR_0000783,TONO SIREGAR,1998-02-11,8228433034,customer001144@example.com,Jalan Sudirman No. 114,Surabaya,TONO SIREGAR,8228433034,customer001144@example.com,JL SUDIRMAN NO 114,1998,[np.int64(1143)],1,C001144,1.0,Auto Match
Credit Card,CR_0000784,Oscar Permata,2005-06-30,8417540226,customer001202@example.com,Jalan Gatot Subroto No. 153,Jakarta,OSCAR PERMATA,8417540226,customer001202@example.com,JL GATOT SUBROTO NO 153,2005,[np.int64(1201)],1,C001202,1.0,Auto Match
Credit Card,CR_0000785,PUTR1 PR4T4M4,2002-11-03,8635250363,customer001225@example.com,Jl. Merdeka No. 187,Bandung,PUTR1 PR4T4M4,8635250363,customer001225@example.com,JL MERDEKA NO 187,2002,[np.int64(1224)],1,C001225,0.9230769230769232,Auto Match
Credit Card,CR_0000786,Gita Nugroho,1991-01-02,8811583924,customer000856@example.com,Jl. Ahmad Yani No. 192,Bogor,GITA NUGROHO,8811583924,customer000856@example.com,JL AHMAD YANI NO 192,1991,[np.int64(855)],1,C000856,1.0,Auto Match
Credit Card,CR_0000787,Budi Pratama,1994-04-04,628123603441,customer000808@example.com,JL. DIPONEGORO NO. 85,Depok,BUDI PRATAMA,08123603441,customer000808@example.com,JL DIPONEGORO NO 85,1994,[np.int64(807)],1,C000808,0.9880952380952381,Auto Match
Credit Card,CR_0000788,EKO LESTARI,1999-07-16,8218825579,customer000906@example.com,Jl. Gatot Subroto No. 66,Surabaya,EKO LESTARI,8218825579,customer000906@example.com,JL GATOT SUBROTO NO 66,1999,[np.int64(905)],1,C000906,1.0,Auto Match
Credit Card,CR_0000789,Karin Saputra,2005-06-05,628782472221,customer000225@example.com,Jl. Sudirman No. 60,Bandung,KARIN SAPUTRA,08782472221,customer000225@example.com,JL SUDIRMAN NO 60,2005,[np.int64(224)],1,C000225,0.9880952380952381,Auto Match
Credit Card,CR_0000790,JOKO RAMADHAN,1997-01-07,8149923958,customer000116@example.com,Jl. Gatot Subroto No. 190,Bandung,JOKO RAMADHAN,8149923958,customer000116@example.com,JL GATOT SUBROTO NO 190,1997,[np.int64(115)],1,C000116,1.0,Auto Match
Credit Card,CR_0000791,Vina Saputra,2001-06-16,628718164608,customer000147@example.com,JL. DIPONEGORO NO. 50,Makassar,VINA SAPUTRA,08718164608,customer000147@example.com,JL DIPONEGORO NO 50,2001,[np.int64(146)],1,C000147,0.9880952380952381,Auto Match
Credit Card,CR_0000792,Oscar Ramadhan,2002-09-12,628350346055,customer001632@example.com,Jalan Sudirman No. 22,Jakarta,OSCAR RAMADHAN,08350346055,customer001632@example.com,JL SUDIRMAN NO 22,2002,[np.int64(1631)],1,C001632,0.9880952380952381,Auto Match
Credit Card,CR_0000793,Maya Wijaya,2007-03-17,628203000786,customer001415@example.com,Jl. Ahmad Yani No. 24,Makassar,MAYA WIJAYA,08203000786,customer001415@example.com,JL AHMAD YANI NO 24,2007,[np.int64(1414)],1,C001415,0.9880952380952381,Auto Match
Credit Card,CR_0000794,Lina Hidayat,1998-06-08,8768500629,customer001340@example.com,Jl. Merdeka No. 82,Surabaya,LINA HIDAYAT,8768500629,customer001340@example.com,JL MERDEKA NO 82,1998,[np.int64(1339)],1,C001340,1.0,Auto Match
Credit Card,CR_0000795,Budi Santoso,2015-08-24,8161944673,customer001161@example.com,Jalan Merdeka No. 80,Bogor,BUDI SANTOSO,8161944673,customer001161@example.com,JL MERDEKA NO 80,2015,[np.int64(1160)],1,C001161,1.0,Auto Match
Credit Card,CR_0000796,VinaSiregar,1992-12-28,628402742978,customer000426@example.com,JL. AHMAD YANI NO. 183,Semarang,VINASIREGAR,08402742978,customer000426@example.com,JL AHMAD YANI NO 183,1992,[np.int64(425)],1,C000426,0.9772256728778469,Auto Match
Credit Card,CR_0000797,Vina Lestari,1994-08-20,628435256715,customer000559@example.com,Jl. Merdeka No. 159,Makassar,VINA LESTARI,08435256715,customer000559@example.com,JL MERDEKA NO 159,1994,[np.int64(558)],1,C000559,0.9880952380952381,Auto Match
Credit Card,CR_0000798,Dewi Saputra,2010-03-08,8487185491,customer001582@example.com,Jalan Ahmad Yani No. 7,Medan,DEWI SAPUTRA,8487185491,customer001582@example.com,JL AHMAD YANI NO 7,2010,[np.int64(1581)],1,C001582,1.0,Auto Match
Credit Card,CR_0000799,Oscar Setiawan,2015-02-08,8767436850,customer000838@example.com,Jalan Merdeka No. 95,Jakarta,OSCAR SETIAWAN,8767436850,customer000838@example.com,JL MERDEKA NO 95,2015,[np.int64(837)],1,C000838,1.0,Auto Match
Credit Card,CR_0000800,K4R1N S1REG4R,2012-09-06,8525211947,customer001556@example.com,Jl. Sudirman No. 56,Medan,K4R1N S1REG4R,8525211947,customer001556@example.com,JL SUDIRMAN NO 56,2012,[np.int64(1555)],1,C001556,0.9230769230769232,Auto Match
Credit Card,CR_0000801,KARIN PERMATA,1999-10-29,8200592779,customer001739@example.com,Jalan Merdeka No. 89,Depok,KARIN PERMATA,8200592779,customer001739@example.com,JL MERDEKA NO 89,1999,[np.int64(1738)],1,C001739,1.0,Auto Match
Credit Card,CR_0000802,HANA PERMATA,1998-09-19,8931852344,customer000576@example.com,Jl. Gatot Subroto No. 48,Medan,HANA PERMATA,8931852344,customer000576@example.com,JL GATOT SUBROTO NO 48,1998,[np.int64(575)],1,C000576,1.0,Auto Match
Credit Card,CR_0000803,Maya Lestari,1997-12-29,8221699225,customer000135@examplecom,Jl. Sudirman No. 110,Makassar,MAYA LESTARI,8221699225,customer000135@examplecom,JL SUDIRMAN NO 110,1997,[np.int64(134)],1,C000135,0.9941176470588236,Auto Match
Credit Card,CR_0000804,Oscar Hidayat,2002-10-26,8407273422,customer001400@example.com,JL. DIPONEGORO NO. 194,Medan,OSCAR HIDAYAT,8407273422,customer001400@example.com,JL DIPONEGORO NO 194,2002,[np.int64(1399)],1,C001400,1.0,Auto Match
Credit Card,CR_0000805,RinaWijaya,2013-01-24,8653521942,customer001519@example.com,Jalan Sudirman No. 64,Bandung,RINAWIJAYA,8653521942,customer001519@example.com,JL SUDIRMAN NO 64,2013,[np.int64(1518)],1,C001519,0.9880952380952382,Auto Match
Credit Card,CR_0000806,Fajar Setiawan,2012-09-16,62819134404,customer000132@example.com,Jalan Diponegoro No. 6,Bekasi,FAJAR SETIAWAN,0819134404,customer000132@example.com,JL DIPONEGORO NO 6,2012,[np.int64(131)],1,C000132,0.9750000000000001,Auto Match
Credit Card,CR_0000807,Lina Nugroho,2003-09-09,628215363865,customer000458@example.com,Jl. Sudirman No. 161,Semarang,LINA NUGROHO,08215363865,customer000458@example.com,JL SUDIRMAN NO 161,2003,[np.int64(457)],1,C000458,0.9880952380952381,Auto Match
